Unnamed: 0,Field_ID,Elevation,Latitude,Longitude,Location,Slope,Rainfall,Min_temperature_C,Max_temperature_C,Ave_temps,Soil_Fertility,Soil_Type,pH,Pollution_Level,Plot_Size,Chosen_Crop,Annual_Yield,Standard_Yield
36905,36905,708.97845,-2.73553,-7.668818,Rural_Kilimani,8.525196,560.3,-4.3,30.4,13.05,0.56,Sandy,6.722799,0.055875085,2.2,wheat,1.3388292,0.6085587
36906,36906,671.2459,-5.957101,-2.1551697,Rural_Hawassa,6.9662485,933.6,-4.4,31.0,13.3,0.58,Sandy,4.9981723,0.6848356,4.6,wheat,1.3037337,0.28342038
36907,36907,681.2178,-14.680122,-6.0696797,Rural_Hawassa,8.42963,1524.7,-3.7,30.8,13.55,0.63,Volcanic,5.2308702,4.4171053e-09,4.6,tea,3.616528,0.7862017
36908,36908,852.253,-4.4747276,-5.921027,Rural_Kilimani,4.3351197,590.6,-3.0,31.9,14.45,0.55,Rocky,5.3409057,0.27758414,2.9,maize,1.4514879,0.5005131
36909,36909,446.2699,-0.7710477,-4.767846,Rural_Kilimani,8.078345,280.5,-7.0,34.3,13.65,0.54,Loamy,5.4804344,0.011175165,4.7,potato,3.017905,0.6421075
36910,36910,506.79608,-0.7890705,-3.7723262,Rural_Kilimani,8.727922,532.8,-6.2,32.8,13.3,0.56,Loamy,6.368111,0.011821049,5.0,wheat,3.671784,0.73435676
36911,36911,746.1578,-8.52084,-0.7362161,Rural_Sokoto,3.2841952,1753.2,-2.9,26.7,11.9,0.63,Volcanic,5.6825414,0.12428568,9.3,banana,5.680747,0.61083305
36912,36912,666.8674,-2.6093705,-2.7632926,Rural_Kilimani,5.6936965,844.6,-4.5,33.6,14.55,0.57,Sandy,6.212503,0.33621275,2.7,maize,1.3036462,0.4828319
36913,36913,840.9234,-7.9756513,-0.5560316,Rural_Sokoto,5.048563,1737.2,-2.1,29.0,13.45,0.64,Volcanic,4.652111,0.26009747,4.7,tea,3.489095,0.74236065
36914,36914,518.41705,-0.987321,-3.1506896,Rural_Kilimani,17.530102,691.2,-6.0,32.4,13.2,0.6,Loamy,5.246875,0.028748028,1.9,maize,1.092413,0.5749542
36915,36915,455.85294,-10.408726,-5.529126,Rural_Hawassa,6.4566164,1653.1,-5.7,32.9,13.6,0.64,Silt,6.037917,0.17795916,3.6,banana,1.7023822,0.47288397
36916,36916,619.0876,-9.345382,-1.6011021,Rural_Sokoto,9.213099,1742.3,-4.2,31.7,13.75,0.65,Silt,7.383274,0.07441841,4.6,coffee,1.6553696,0.35986295
36917,36917,624.06635,-9.859031,-5.227317,Rural_Hawassa,14.60958,1669.9,-4.1,33.8,14.85,0.66,Silt,6.63312,0.074305885,1.5,wheat,0.84077924,0.5605195
36918,36918,725.12823,-2.938286,-3.1146526,Rural_Kilimani,4.9987583,809.4,-4.0,29.3,12.65,0.57,Sandy,5.9665613,0.3456041,4.9,potato,2.6827013,0.54749006
36919,36919,607.93414,-7.1601205,-4.294862,Rural_Hawassa,5.5830216,783.1,-5.1,29.9,12.4,0.57,Loamy,6.2177477,0.110850684,3.7,wheat,2.6426406,0.7142272
36920,36920,615.7412,-9.435495,-2.339859,Rural_Hawassa,12.260797,1698.4,-4.2,29.2,12.5,0.66,Silt,6.014804,0.1004088,0.8,banana,0.42690402,0.53363
36921,36921,934.1884,-3.5240264,-3.938997,Rural_Kilimani,7.596599,846.7,-2.0,29.0,13.5,0.58,Rocky,4.7719007,0.21703932,2.2,tea,0.9727279,0.44214904
36922,36922,665.24536,-8.088293,-5.186775,Rural_Hawassa,18.493511,1092.4,-4.3,28.9,12.3,0.63,Sandy,5.9644265,0.2860747,0.6,coffee,0.24019226,0.40032044
36923,36923,649.6954,-8.097305,-2.8714035,Rural_Hawassa,9.507223,1279.5,-4.2,29.9,12.85,0.62,Volcanic,5.8084865,0.098626226,3.0,coffee,1.6740525,0.5580175
36924,36924,908.9106,-3.4384181,-7.23187,Rural_Kilimani,33.81406,725.7,-2.4,29.5,13.55,0.65,Sandy,5.976938,0.12510203,1.2,wheat,0.7087067,0.59058887
36925,36925,617.59845,-5.601151,-0.6236008,Rural_Kilimani,3.8979983,1126.3,-4.7,27.3,11.3,0.59,Loamy,5.523802,0.92224663,8.5,potato,4.280702,0.503612
36926,36926,709.7236,-5.538071,-2.0560682,Rural_Hawassa,13.479792,966.2,-4.0,29.3,12.65,0.61,Sandy,4.734613,0.71511555,1.9,potato,0.80176324,0.42198065
36927,36927,794.8826,-8.556886,0.41246057,Rural_Sokoto,8.464421,1891.5,-2.4,27.4,12.5,0.66,Volcanic,4.5901694,0.10696992,4.3,tea,3.4851396,0.8104976
36928,36928,421.9504,-10.886329,-5.412006,Rural_Hawassa,6.619466,1706.6,-6.1,29.2,11.55,0.64,Silt,7.2918587,0.07021569,4.7,wheat,2.1445901,0.4562958
36929,36929,632.31854,-4.5513244,-7.6372857,Rural_Kilimani,15.456654,500.1,-5.1,29.7,12.3,0.58,Loamy,5.5692163,0.3494258,1.5,maize,0.8442549,0.56283665
36930,36930,857.28766,-3.6727142,-4.9074893,Rural_Kilimani,22.878397,640.0,-2.9,29.1,13.1,0.61,Rocky,4.3950543,0.19650385,1.9,potato,0.98484117,0.5183374
36931,36931,677.32574,-8.746124,-0.317287,Rural_Sokoto,19.37717,1771.5,-3.5,30.0,13.25,0.69,Volcanic,4.0420175,0.119335525,1.5,tea,1.1576835,0.771789
36932,36932,750.0914,-9.859031,-0.26773623,Rural_Sokoto,6.1121593,2100.0,-2.6,27.3,12.35,0.67,Volcanic,4.965625,0.3336986,3.7,tea,2.695862,0.72861135
36933,36933,829.9792,-2.0776987,-6.276892,Rural_Kilimani,51.19244,587.3,-3.2,29.3,13.05,0.7,Sandy,5.950009,0.32462314,0.8,potato,0.47895056,0.5986882
36934,36934,439.4807,-11.039522,-8.686861,Rural_Akatsi,30.223026,1876.3,-5.6,31.4,12.9,0.73,Silt,5.5899134,0.14045848,1.2,coffee,0.6037993,0.5031661
36935,36935,700.0735,-8.710079,-4.4254956,Rural_Hawassa,4.5113797,1377.5,-3.7,30.2,13.25,0.61,Volcanic,5.120553,0.026302839,3.9,tea,2.9105766,0.7463017
36936,36936,803.2327,-10.818744,-0.105570115,Rural_Sokoto,9.23967,2308.7,-1.9,28.6,13.35,0.69,Volcanic,5.924487,0.35420427,3.0,coffee,1.9608053,0.65360177
36937,36937,589.2657,-7.331337,-3.9074647,Rural_Hawassa,37.402966,850.1,-5.2,31.7,13.25,0.67,Loamy,4.9820094,0.08919104,1.3,potato,0.81783473,0.62910366
36938,36938,515.3074,-0.95127547,-4.37144,Rural_Kilimani,10.336707,418.6,-6.2,33.2,13.5,0.56,Loamy,6.440656,0.0129131405,2.2,wheat,1.5867833,0.72126514
36939,36939,588.5605,-7.9981794,-2.2002158,Rural_Sokoto,3.2202666,1268.2,-4.8,31.2,13.2,0.6,Peaty,4.3447714,0.25014916,6.4,cassava,2.2291274,0.34830114
36940,36940,686.83344,-6.7365856,0.173716,Rural_Sokoto,15.230885,1410.0,-3.7,32.3,14.3,0.65,Volcanic,4.508323,0.79450876,1.9,tea,1.0042708,0.52856356
36941,36941,437.0517,-12.220015,-9.231919,Rural_Akatsi,17.09754,1918.1,-5.6,32.5,13.45,0.69,Silt,6.2933903,0.010249663,1.2,banana,0.667496,0.5562467
36942,36942,631.842,-1.6316351,-3.7588124,Rural_Kilimani,6.7158213,643.8,-5.0,30.7,12.85,0.56,Loamy,5.2075706,0.06813511,4.0,maize,2.4102585,0.60256463
36943,36943,210.79012,-11.855053,-6.173286,Rural_Hawassa,0.45032966,1638.8,-7.8,32.2,12.2,0.62,Silt,7.201348,0.002968179,5.5,wheat,2.5209298,0.45835087
36944,36944,829.24677,-2.366063,-1.0335207,Rural_Kilimani,5.6084127,1414.7,-2.5,27.7,12.6,0.62,Volcanic,5.7421174,0.16096662,2.3,tea,1.4473054,0.6292633
36945,36945,532.13055,-6.9258246,-3.9254832,Rural_Hawassa,4.9561296,677.4,-5.9,33.8,13.95,0.56,Loamy,5.3532567,0.12814209,3.0,wheat,1.8419391,0.6139797
36946,36946,528.79846,-9.52561,-4.5741477,Rural_Hawassa,2.9922745,1474.9,-5.2,33.8,14.3,0.61,Peaty,5.2618237,0.01011085,10.9,cassava,5.0456233,0.46290123
36947,36947,835.1182,-3.4474294,-2.114628,Rural_Kilimani,1.3255538,1116.7,-2.7,31.0,14.15,0.58,Sandy,5.5027122,0.44633463,13.0,tea,5.7387557,0.44144273
36948,36948,631.05084,-5.5606,-0.52900386,Rural_Kilimani,19.281185,1151.3,-4.5,34.9,15.2,0.64,Loamy,6.228012,0.9230061,2.0,coffee,0.55335575,0.27667788
36949,36949,466.2117,-13.887121,-6.7633905,Rural_Hawassa,7.162509,1589.8,-5.6,32.1,13.25,0.63,Silt,6.1290164,3.4798365e-08,2.2,banana,1.0517026,0.47804666
36950,36950,697.3005,-8.502817,-4.502074,Rural_Hawassa,15.181773,1295.0,-3.8,28.3,12.25,0.64,Volcanic,4.4357147,0.048444267,1.1,cassava,0.4619697,0.41997245
36951,36951,287.00156,-11.629768,-6.254369,Rural_Hawassa,2.322233,1692.9,-7.2,32.5,12.65,0.63,Silt,6.7883644,0.009359855,5.4,banana,2.0988314,0.38867247
36952,36952,700.19574,-8.624471,1.0115743,Rural_Sokoto,13.080449,1823.9,-3.3,29.0,12.85,0.67,Volcanic,4.4137096,0.06039837,1.5,tea,1.2730511,0.8487007
36953,36953,760.5529,-2.8121266,-3.2858279,Rural_Kilimani,2.3554664,817.1,-3.6,29.5,12.95,0.56,Sandy,5.433761,0.307489,6.3,cassava,3.4750497,0.5515952
36954,36954,604.5265,-1.3342594,-6.263378,Rural_Kilimani,6.7172065,347.2,-5.5,31.1,12.8,0.54,Loamy,4.8005924,0.13982026,2.7,potato,1.6235119,0.60130066
36955,36955,423.5829,-14.40077,-8.056214,Rural_Hawassa,2.6297758,1364.1,-6.2,33.5,13.65,0.6,Peaty,4.1138515,1.5835064e-09,14.7,cassava,5.452122,0.37089264
36956,36956,736.03375,-7.64223,-4.0876493,Rural_Hawassa,36.501568,1078.1,-3.6,29.7,13.05,0.69,Sandy,6.2363453,0.06739226,1.0,maize,0.5064473,0.5064473
36957,36957,696.1519,-8.110822,-3.8263817,Rural_Hawassa,2.9615965,1211.9,-3.9,30.8,13.45,0.59,Volcanic,4.5048985,0.03758951,8.4,tea,5.9189043,0.70463145
36958,36958,644.86426,-9.3724165,-2.3443635,Rural_Hawassa,9.343507,1713.1,-3.9,32.4,14.25,0.65,Volcanic,4.034783,0.07984219,4.3,tea,3.298379,0.76706487
36959,36959,256.47375,-12.805755,-6.885015,Rural_Hawassa,10.1390505,1629.0,-7.5,33.9,13.2,0.65,Silt,6.8043547,7.139698e-05,4.5,wheat,2.250881,0.5001958
36960,36960,637.1803,-5.3848777,-2.0515635,Rural_Hawassa,4.7302914,882.8,-4.7,30.6,12.95,0.57,Sandy,5.8923087,0.7008094,3.2,wheat,1.1864115,0.3707536
36961,36961,499.5711,-6.979893,-0.77225304,Rural_Sokoto,14.775586,1145.2,-5.7,31.8,13.05,0.62,Loamy,6.210371,0.7024501,1.0,banana,0.40165073,0.40165073
36962,36962,604.8822,-1.6091067,-4.8669477,Rural_Kilimani,6.0597506,431.4,-5.4,28.9,11.75,0.54,Loamy,6.1021557,0.06704394,4.0,maize,2.6201122,0.65502805
36963,36963,609.11664,-7.290786,-1.9704806,Rural_Sokoto,7.9702377,1143.3,-4.7,28.9,12.1,0.6,Loamy,6.782274,0.5860371,4.9,maize,2.4435396,0.49868158
36964,36964,481.2367,-10.620493,-5.623723,Rural_Hawassa,15.481537,1732.7,-5.3,29.7,12.2,0.67,Silt,5.6506863,0.16956036,1.5,coffee,0.7051823,0.47012153
36965,36965,725.74084,-3.2086277,-3.6777294,Rural_Kilimani,5.9637737,685.7,-4.1,33.5,14.7,0.56,Sandy,4.910241,0.2542251,2.9,maize,1.2047168,0.41541958
36966,36966,643.6667,-9.070535,-5.141729,Rural_Hawassa,6.8516073,1423.4,-4.2,32.0,13.9,0.62,Volcanic,4.5981474,0.04656882,3.6,tea,2.7805133,0.77236485
36967,36967,608.0337,-8.7551365,0.0836237,Rural_Sokoto,3.4480224,1726.5,-4.2,30.2,13.0,0.63,Silt,7.11358,0.12214525,13.0,coffee,5.2068677,0.40052828
36968,36968,711.3517,-8.020708,1.1061711,Rural_Sokoto,14.1921625,1702.2,-3.3,28.9,12.8,0.66,Volcanic,3.780394,0.10962088,1.7,tea,1.1748934,0.6911137
36969,36969,624.88464,-7.0159388,-2.3488681,Rural_Hawassa,2.640661,1034.9,-4.7,31.4,13.35,0.58,Loamy,6.4423876,0.52415913,6.4,maize,3.5471606,0.55424386
36970,36970,787.0756,-4.672978,-5.24984,Rural_Kilimani,5.950718,536.1,-3.7,30.6,13.45,0.55,Sandy,5.6849585,0.28727567,3.2,potato,1.961803,0.61306345
36971,36971,585.989,-5.72731,-1.2317238,Rural_Kilimani,7.8003726,1004.9,-5.1,27.0,10.95,0.59,Loamy,6.45641,0.9108657,4.0,wheat,2.044962,0.5112405
36972,36972,835.57623,-7.682781,-5.95256,Rural_Hawassa,8.253761,1137.7,-2.7,31.3,14.3,0.6,Sandy,5.5342484,0.3815352,3.2,cassava,1.8214005,0.56918764
36973,36973,773.1155,-5.939078,-6.249864,Rural_Amanzi,32.161484,640.5,-3.7,31.7,14.0,0.64,Sandy,4.509478,0.27526924,1.3,potato,0.68285877,0.52527595
36974,36974,482.8014,-9.286808,-7.033667,Rural_Akatsi,13.539649,1373.4,-5.8,32.0,13.1,0.64,Silt,6.3614473,0.035338264,0.7,banana,0.29881543,0.42687917
36975,36975,677.20715,-3.9926183,-6.087698,Rural_Kilimani,7.791716,409.4,-4.8,30.9,13.05,0.55,Sandy,6.086418,0.23392615,2.8,potato,1.5280774,0.5457419
36976,36976,608.54736,-9.633746,-7.709359,Rural_Akatsi,2.5352662,1685.8,-4.2,29.5,12.65,0.63,Silt,6.817115,0.07619965,13.1,wheat,7.133504,0.5445423
36977,36977,293.50955,-13.049062,-7.2273655,Rural_Hawassa,2.4684594,1628.8,-7.2,32.3,12.55,0.62,Silt,5.8802066,9.425089e-05,9.5,banana,4.2235074,0.44457975
36978,36978,810.40625,-7.0925355,-7.141778,Rural_Akatsi,30.379658,1015.7,-3.0,29.2,13.1,0.66,Sandy,6.182726,0.18209065,0.8,maize,0.41206908,0.51508635
36979,36979,789.65985,-4.614404,-1.3668622,Rural_Kilimani,2.2147458,1171.0,-3.1,28.7,12.8,0.59,Sandy,4.908411,0.82173747,12.9,tea,4.246997,0.32922456
36980,36980,583.1749,-8.381164,-5.713815,Rural_Hawassa,12.653683,1111.2,-5.0,32.3,13.65,0.62,Loamy,6.3592467,0.23187286,1.7,maize,1.014486,0.59675646
36981,36981,344.36874,-11.404484,-6.921052,Rural_Hawassa,3.0262423,1749.5,-6.6,31.6,12.5,0.63,Silt,6.4352636,0.012432479,10.7,wheat,5.534826,0.5172734
36982,36982,676.4852,-8.966904,-5.2002892,Rural_Hawassa,15.827996,1430.6,-3.8,30.5,13.35,0.65,Volcanic,3.8083596,0.07398579,0.7,tea,0.448316,0.64045143
36983,36983,478.2454,-0.73950785,-3.2407818,Rural_Kilimani,11.968172,633.3,-6.4,32.8,13.2,0.58,Loamy,5.021509,0.01489576,0.8,wheat,0.48053545,0.6006693
36984,36984,706.9087,-10.688079,-0.5199946,Rural_Sokoto,22.87938,2178.6,-2.9,31.8,14.45,0.73,Volcanic,4.1899524,0.33982906,1.5,tea,0.9953493,0.6635662
36985,36985,644.5307,-2.879712,-4.8894706,Rural_Kilimani,19.63997,438.7,-5.0,32.1,13.55,0.59,Sandy,4.84806,0.1556045,1.1,potato,0.6022288,0.54748076
36986,36986,785.7858,-2.8887236,-7.5787253,Rural_Kilimani,13.845735,631.3,-3.6,31.2,13.8,0.58,Sandy,6.005097,0.06783235,1.8,wheat,1.0711713,0.59509516
36987,36987,374.5352,-12.026269,-8.574245,Rural_Akatsi,6.407483,1848.1,-6.2,31.5,12.65,0.65,Silt,5.5313063,0.1278296,4.0,wheat,1.6369262,0.40923154
36988,36988,314.72552,-9.881559,-3.5470955,Rural_Hawassa,13.614456,1413.6,-7.2,33.4,13.1,0.64,Silt,6.6492653,0.023909833,1.1,rice,0.64020866,0.5820079
36989,36989,626.7063,-7.4394736,-5.1597476,Rural_Hawassa,4.476568,836.6,-4.8,31.0,13.1,0.57,Loamy,5.40308,0.19953664,3.9,potato,2.5610816,0.6566876
36990,36990,215.33246,-12.634538,-6.8985286,Rural_Hawassa,17.42894,1608.6,-7.9,37.4,14.75,0.67,Silt,6.371086,0.00020609095,1.2,rice,0.67139554,0.5594963
36991,36991,633.6381,-10.070799,-1.6281298,Rural_Sokoto,5.1571064,1935.3,-3.8,30.3,13.25,0.65,Silt,6.1382985,0.1511065,3.0,coffee,1.5198982,0.50663275
36992,36992,654.4866,-8.696562,-4.803883,Rural_Hawassa,3.847322,1308.2,-4.2,30.9,13.35,0.6,Volcanic,4.9591284,0.11797235,13.0,cassava,5.7325907,0.4409685
36993,36993,762.832,-4.2945,-0.56504077,Rural_Kilimani,1.6320359,1290.5,-3.2,29.0,12.9,0.59,Volcanic,4.3232327,0.75173557,5.2,tea,2.3626807,0.45436168
36994,36994,670.6893,-6.4887724,-2.3668866,Rural_Hawassa,3.3835626,976.7,-4.3,29.7,12.7,0.58,Sandy,5.277801,0.5795422,12.7,cassava,6.5019646,0.51196575
36995,36995,740.62805,-9.412968,-0.38936082,Rural_Sokoto,7.6728864,1989.3,-2.8,30.0,13.6,0.67,Volcanic,4.5372477,0.21544135,2.4,tea,1.8764882,0.78187007
36996,36996,463.21518,-9.345382,-3.3804247,Rural_Hawassa,34.27249,1425.0,-5.7,32.3,13.3,0.71,Silt,5.964211,0.0054935548,0.7,banana,0.3151445,0.45020646
36997,36997,694.374,-9.449013,-1.929939,Rural_Sokoto,3.387343,1823.3,-3.3,30.8,13.75,0.64,Volcanic,4.395249,0.16978897,9.3,tea,7.810283,0.8398154
36998,36998,553.5105,-5.5245543,-8.047206,Rural_Amanzi,18.336464,553.1,-5.8,32.8,13.5,0.59,Loamy,5.949281,0.2931344,0.8,wheat,0.53106767,0.6638346
36999,36999,759.2068,-2.4201314,-7.2183566,Rural_Kilimani,23.455254,560.9,-3.9,28.8,12.45,0.61,Sandy,6.1130567,0.1237951,0.9,wheat,0.5352003,0.594667
37000,37000,729.87067,-9.120097,-2.0425544,Rural_Sokoto,8.601311,1758.9,-3.1,29.0,12.95,0.65,Volcanic,4.470955,0.051276166,4.1,tea,3.338821,0.81434655
37001,37001,622.87146,-7.9125714,-4.848929,Rural_Hawassa,9.375707,997.1,-4.7,30.9,13.1,0.6,Loamy,5.613304,0.1311026,3.6,wheat,2.2112534,0.614237
37002,37002,703.3599,-7.6602526,-5.794898,Rural_Hawassa,7.259696,987.6,-4.0,26.9,11.45,0.59,Sandy,5.587043,0.36410156,4.6,potato,2.5152082,0.5467844
37003,37003,852.42865,-3.4924865,-1.0785668,Rural_Kilimani,1.5078621,1344.2,-2.3,28.4,13.05,0.6,Volcanic,5.6403794,0.52665216,10.4,coffee,3.9249096,0.37739515
37004,37004,352.51355,-13.78349,-7.1462827,Rural_Hawassa,4.5399585,1503.3,-6.7,34.7,14.0,0.62,Silt,6.49409,1.2298327e-07,2.9,wheat,1.5654634,0.53981495
37005,37005,744.17365,-1.0729291,-1.2812744,Rural_Kilimani,15.267138,1407.6,-3.3,30.4,13.55,0.65,Volcanic,3.8385665,0.02448524,0.9,tea,0.5481265,0.6090294
37006,37006,791.81287,-1.6721864,-1.123613,Rural_Kilimani,1.2472593,1429.7,-2.8,27.7,12.45,0.6,Volcanic,5.6867876,0.06457455,14.0,cassava,7.673779,0.54812706
37007,37007,629.2605,-10.088821,-1.5965976,Rural_Sokoto,7.4392834,1936.9,-3.8,32.7,14.45,0.66,Silt,5.9140553,0.14213082,4.5,coffee,2.2665305,0.5036735
37008,37008,926.5526,-3.6637027,-3.9344923,Rural_Kilimani,13.374981,834.8,-2.1,28.0,12.95,0.6,Rocky,4.9818006,0.2171508,1.0,tea,0.45012552,0.45012552
37009,37009,744.3035,-8.124339,-1.6326344,Rural_Sokoto,14.184225,1545.1,-3.1,30.5,13.7,0.65,Volcanic,4.4549365,0.25763023,1.4,tea,0.99897605,0.7135543
37010,37010,480.698,-9.534621,-5.6957965,Rural_Hawassa,10.071615,1415.6,-5.6,31.4,12.9,0.63,Silt,5.783831,0.11260948,2.6,wheat,1.2863156,0.49473673
37011,37011,946.6118,-4.3620853,-3.1011388,Rural_Kilimani,5.204221,984.4,-1.8,30.0,14.1,0.58,Rocky,5.8010707,0.248208,3.8,coffee,1.4206938,0.3738668
37012,37012,565.8844,-1.2261227,-6.078689,Rural_Kilimani,5.305652,306.3,-5.9,32.6,13.35,0.53,Loamy,6.0443363,0.11608998,2.7,wheat,1.821999,0.6748144
37013,37013,486.17117,-1.3522822,-3.3849294,Rural_Kilimani,5.643154,585.6,-6.4,32.8,13.2,0.55,Loamy,4.9846325,0.055481356,3.0,wheat,1.7973706,0.5991235
37014,37014,868.03973,-3.9430559,-1.8263328,Rural_Kilimani,3.3871844,1187.7,-2.3,26.6,12.15,0.59,Rocky,6.2011943,0.5725445,14.4,cassava,6.428073,0.44639397
37015,37015,612.3323,-5.5966454,0.49804822,Rural_Sokoto,20.320097,1231.8,-4.6,30.7,13.05,0.65,Silt,5.8156943,0.80774456,1.7,coffee,0.35682628,0.20989782
37016,37016,592.3394,-8.115328,-2.2632804,Rural_Sokoto,10.609841,1297.3,-4.7,30.0,12.65,0.62,Silt,5.7601533,0.19751246,2.1,banana,0.91299456,0.43475932
37017,37017,699.72437,-7.6467357,-2.6011264,Rural_Hawassa,4.404321,1229.2,-3.8,32.3,14.25,0.6,Volcanic,5.8246465,0.26125738,2.6,coffee,1.3508528,0.5195588
37018,37018,638.4749,-6.8717566,-0.2632316,Rural_Sokoto,6.291363,1331.1,-4.3,30.1,12.9,0.61,Volcanic,5.905839,0.7640033,3.7,wheat,1.2595626,0.34042233
37019,37019,692.26636,-10.201464,-9.407599,Rural_Akatsi,9.346702,2051.0,-3.1,28.5,12.7,0.68,Volcanic,4.2266316,0.11327612,3.4,tea,2.5645607,0.7542826
37020,37020,469.45096,-9.822986,-7.4390826,Rural_Akatsi,4.453986,1573.6,-5.6,29.7,12.05,0.62,Silt,6.29912,0.042840894,2.5,wheat,1.357383,0.5429532
37021,37021,649.84076,-5.7994013,-0.047010124,Rural_Sokoto,11.008248,1240.3,-4.3,31.4,13.55,0.62,Volcanic,4.1366897,0.9791001,2.6,cassava,0.73581004,0.28300387
37022,37022,944.9494,-3.6772199,-2.8083389,Rural_Kilimani,7.267921,1069.2,-1.7,29.0,13.65,0.6,Rocky,5.076426,0.36194345,4.5,tea,1.8603338,0.41340753
37023,37023,485.24667,-12.039786,-9.587784,Rural_Akatsi,11.184911,1989.5,-5.1,31.3,13.1,0.68,Silt,7.2357416,0.0027897863,3.0,banana,1.4743339,0.49144465
37024,37024,898.7805,-3.4429238,-4.420991,Rural_Kilimani,3.1146173,741.7,-2.5,31.4,14.45,0.56,Rocky,4.360005,0.17904328,5.6,potato,2.6959975,0.48142812
37025,37025,577.5048,-5.9210553,-1.5515513,Rural_Hawassa,8.820246,955.1,-5.2,29.6,12.2,0.59,Loamy,6.4201846,0.87990105,3.5,wheat,1.8171968,0.5191991
37026,37026,787.0538,-6.96187,-7.051686,Rural_Akatsi,3.0877786,945.6,-3.3,29.4,13.05,0.57,Sandy,5.447845,0.21943629,7.4,wheat,3.4014163,0.45965084
37027,37027,809.971,-8.439737,-7.560707,Rural_Akatsi,4.3479543,1490.1,-2.6,28.1,12.75,0.62,Volcanic,5.2634926,0.056597862,2.5,cassava,1.2135274,0.485411
37028,37028,697.8063,-9.210211,-0.20016702,Rural_Sokoto,11.768809,1909.9,-3.2,29.9,13.35,0.67,Volcanic,3.986186,0.18708545,0.9,tea,0.6773136,0.7525707
37029,37029,550.6227,-9.403956,-7.619267,Rural_Akatsi,2.4115212,1543.0,-4.9,29.9,12.5,0.62,Silt,6.211302,0.071554296,14.2,wheat,7.802087,0.5494427
37030,37030,661.1981,-6.168868,-2.3488681,Rural_Hawassa,6.1414976,921.2,-4.5,30.4,12.95,0.58,Sandy,5.6822324,0.5932246,3.7,wheat,1.3702041,0.37032545
37031,37031,519.34753,-1.79384,-5.1237106,Rural_Kilimani,24.677507,311.2,-6.3,30.1,11.9,0.59,Loamy,5.35238,0.12202378,1.6,potato,1.02607,0.64129376
37032,37032,249.70854,-13.278852,-7.6507993,Rural_Hawassa,6.900262,1536.2,-7.6,34.5,13.45,0.63,Silt,6.569712,7.997683e-05,3.0,banana,1.123901,0.37463367
37033,37033,792.86084,-1.370305,-1.4524498,Rural_Kilimani,4.35554,1389.0,-2.8,28.5,12.85,0.61,Volcanic,4.507069,0.045312464,2.4,tea,1.6443058,0.68512744
37034,37034,588.1878,-10.395208,-9.317507,Rural_Akatsi,6.3326516,1972.2,-4.2,30.4,13.1,0.66,Silt,5.737889,0.0859705,2.2,banana,1.3466159,0.61209816
37035,37035,704.6073,-3.749311,-5.713815,Rural_Kilimani,32.077034,438.8,-4.5,31.4,13.45,0.62,Sandy,5.3280253,0.22563234,0.6,wheat,0.27454826,0.45758045
37036,37036,620.36066,-1.5820725,-3.6552064,Rural_Kilimani,13.609523,655.6,-5.1,34.7,14.8,0.58,Loamy,4.8142757,0.06865224,1.7,wheat,1.0314583,0.6067402
37037,37037,939.431,-7.6151958,-6.1462584,Rural_Hawassa,28.672842,1231.8,-1.6,27.5,12.95,0.67,Volcanic,4.1119466,0.37352705,1.7,tea,0.7997264,0.4704273
37038,37038,525.7113,-2.3615575,-5.0921783,Rural_Kilimani,1.4610409,309.2,-6.2,32.4,13.1,0.52,Loamy,5.9245653,0.16867031,7.1,wheat,4.589354,0.6463879
37039,37039,530.28503,-6.3806357,-1.9029113,Rural_Hawassa,2.7016532,897.4,-5.7,34.0,14.15,0.57,Loamy,5.3246727,0.77114165,11.1,cassava,5.9627757,0.53718704
37040,37040,256.8603,-13.625791,-7.3354764,Rural_Hawassa,13.873081,1451.6,-7.6,30.7,11.55,0.64,Silt,5.463372,1.1533267e-06,1.7,rice,0.9835251,0.5785442
37041,37041,421.5495,-14.427804,-7.93459,Rural_Hawassa,4.489567,1352.3,-6.2,33.2,13.5,0.61,Peaty,5.505276,1.2991159e-09,2.3,banana,1.0902493,0.47402143
37042,37042,902.42346,-3.1500537,-2.5921173,Rural_Kilimani,16.689295,1097.5,-2.1,29.2,13.55,0.63,Sandy,5.203818,0.40354452,1.5,tea,0.6226579,0.41510525
37043,37043,499.8389,-10.034753,-5.3984923,Rural_Hawassa,13.676209,1619.3,-5.1,32.8,13.85,0.66,Silt,6.0557876,0.13482049,0.8,coffee,0.38527754,0.48159695
37044,37044,566.4327,-5.037939,-0.22269009,Rural_Kilimani,28.695337,1110.3,-5.1,32.9,13.9,0.67,Loamy,5.041345,0.8220105,1.8,cassava,0.9019632,0.50109065
37045,37045,614.9587,-6.3581076,-3.1596987,Rural_Hawassa,17.857683,756.2,-5.0,31.6,13.3,0.6,Loamy,4.8951488,0.53716165,0.6,cassava,0.30250493,0.5041749
37046,37046,699.16455,-7.759378,1.2142819,Rural_Sokoto,5.475238,1639.9,-3.4,31.6,14.1,0.63,Volcanic,5.672581,0.13792883,2.6,banana,1.5047761,0.57876
37047,37047,864.3979,-3.2131333,-7.75891,Rural_Kilimani,12.687422,738.4,-2.8,27.4,12.3,0.59,Rocky,5.836413,0.06317095,0.6,potato,0.35196933,0.58661556
